# 1:time	2:2-2	3:2-1	4:20	5:21	6:22	7:3-3	8:3-2	9:3-1	10:30	11:31	12:32	13:33	14:4-4	15:4-3	16:4-2	17:4-1	18:40	19:41	20:42	21:43	22:44	23:5-5	24:5-4	25:5-3	26:5-2	27:5-1	28:50	29:51	30:52	31:53	32:54	33:55	34:6-6	35:6-5	36:6-4	37:6-3	38:6-2	39:6-1	40:60	41:61	42:62	43:63	44:64	45:65	46:66	47:7-7	48:7-6	49:7-5	50:7-4	51:7-3	52:7-2	53:7-1	54:70	55:71	56:72	57:73	58:74	59:75	60:76	61:77	62:8-8	63:8-7	64:8-6	65:8-5	66:8-4	67:8-3	68:8-2	69:8-1	70:80	71:81	72:82	73:83	74:84	75:85	76:86	77:87	78:88	
0	5.80082483695758e-05	-1.24482321445832e-08	-4.84794911055533e-05	1.24482315602117e-08	5.80082483699383e-05	-1.93786503049323e-08	-2.86046331468639e-08	-5.1270238343059e-10	6.86232212547544e-17	-5.12702883388399e-10	2.860463313498e-08	-1.93786499944964e-08	2.10896102678187e-06	8.33898789529907e-09	-1.78796388133192e-06	1.04791988261454e-08	1.7400827248608e-06	-1.04791987793994e-08	-1.78796388165807e-06	-8.33898858821268e-09	2.10896102700953e-06	3.24271370458605e-08	-1.01684332563982e-08	5.47715272670128e-08	-9.96989224614991e-08	-3.53992211151805e-08	-1.50690549448329e-16	-3.53992206913786e-08	9.96989221377379e-08	5.47715274579789e-08	1.01684332161235e-08	3.24271368647373e-08	3.31879610834359e-08	2.52780083925691e-08	-5.82155683884691e-08	-7.89950884124758e-09	9.41574500546729e-08	1.24584642102425e-08	5.67918941618668e-09	-1.24584641185825e-08	9.41574495659669e-08	7.89950847097856e-09	-5.82155688760754e-08	-2.5278008481206e-08	3.31879617599044e-08	1.02512303025992e-08	2.32651158749266e-08	-3.09881548756599e-08	3.59992950010552e-09	-1.18084451586218e-08	-7.51070405731462e-08	-8.7240195875279e-10	4.42212184838947e-16	-8.72401749339987e-10	7.51070397452534e-08	-1.18084456579232e-08	-3.59992934809784e-09	-3.09881549474561e-08	-2.32651155055665e-08	1.02512303139875e-08	-6.12706547126582e-08	4.23916096118781e-08	3.42785652392162e-08	3.53410033247851e-09	-1.19832799821288e-08	2.56231551500405e-08	4.3143630556563e-08	-3.30982966126233e-08	8.60072344991043e-09	3.30982966068715e-08	4.31436297993067e-08	-2.56231551024343e-08	-1.19832806000326e-08	-3.53410032757398e-09	3.42785648395547e-08	-4.23916099454632e-08	-6.12706545966553e-08	
0.539795	5.77189194698921e-05	1.00677731534646e-08	-4.87279794356522e-05	-1.00677828294608e-08	5.77189194673892e-05	5.86848886141838e-09	-9.5270338972816e-08	1.47057614495298e-08	1.24759143987907e-15	1.4705763236727e-08	9.52703400283173e-08	5.86849487965862e-09	2.06945865901253e-06	1.69997516127229e-08	-1.73039111362111e-06	1.39455704648956e-09	1.43308934188436e-06	-1.3945544272172e-09	-1.73039111408738e-06	-1.69997596584382e-08	2.06945865661134e-06	-5.18176829886573e-10	9.51589955701023e-08	1.0647657205571e-08	-1.24985599358218e-07	-4.2162497069668e-09	2.20458281621413e-15	-4.2162516535059e-09	1.24985602715042e-07	1.06476578579799e-08	-9.5158990965516e-08	-5.18175045000959e-10	-4.95039850258003e-09	-2.38968145173245e-08	-5.76253662785434e-08	1.64977436318431e-08	8.15728866463678e-08	9.46068843708445e-10	-2.67845001085772e-07	-9.46065158997387e-10	8.15728908556059e-08	-1.64977467425153e-08	-5.76253668610446e-08	2.38968169836979e-08	-4.95040001623553e-09	-2.42769296599697e-08	1.1239315359077e-08	-4.18357666146288e-09	-2.57551249687296e-08	1.11439632082728e-08	-8.77022531465359e-08	-6.89428076257052e-09	-3.29688601180718e-15	-6.89428183055667e-09	8.77022544908797e-08	1.11439607333755e-08	2.57551267726684e-08	-4.18357413241308e-09	-1.12393219879559e-08	-2.42769272425925e-08	-9.02580200777961e-09	1.1589041776705e-08	4.71882504047055e-08	-5.17092573927983e-09	5.04982723691296e-08	3.09304292494005e-09	1.83448597439563e-08	1.82936463128642e-08	7.32750842921887e-09	-1.82936396625286e-08	1.8344864581256e-08	-3.09303827180183e-09	5.04982725025525e-08	5.17092208620736e-09	4.71882554181613e-08	-1.15890444813096e-08	-9.02580157055222e-09	
1.07959	5.76034299907071e-05	3.12176885172233e-09	-4.79386086088823e-05	-3.12176662743414e-09	5.76034299909748e-05	1.9676709057816e-08	-1.56506611951972e-07	7.04979126846962e-09	-1.75060703780372e-15	7.0498022368568e-09	1.56506614747042e-07	1.9676689589421e-08	2.10519569859882e-06	4.89975344811177e-09	-2.09022128072685e-06	-6.52259768122919e-09	2.55800489689688e-06	6.52261157218751e-09	-2.09022127486755e-06	-4.89973636904934e-09	2.10519569305544e-06	1.80052956798938e-08	-2.7046104278811e-07	-1.78275318268089e-08	-9.94978400317244e-08	5.12967586955082e-09	-9.89970773543e-15	5.12967337846673e-09	9.94978445005214e-08	-1.78275413899353e-08	2.70461032048986e-07	1.80053072691426e-08	3.26082495374631e-07	-3.54223755962948e-08	6.02272077273633e-08	4.90214505467271e-08	2.49106678191692e-07	-4.13395509622544e-08	5.44899313925108e-07	4.13395438732832e-08	2.49106671107613e-07	-4.90214483498591e-08	6.02272014952235e-08	3.54223611579787e-08	3.26082495746579e-07	-1.34291571233652e-08	8.38159318774681e-08	2.457578147496e-09	1.18944028613613e-07	-1.70513643543507e-08	-1.0132819430792e-07	3.7196051874047e-09	2.53123260199328e-15	3.71960874527638e-09	1.01328196455705e-07	-1.70513557536201e-08	-1.18944034003824e-07	2.45758052885587e-09	-8.3815943653806e-08	-1.34291605561886e-08	4.55549700770401e-08	2.33043192804564e-08	6.14289357871784e-08	-2.13730521108764e-08	-1.93543339375968e-07	1.61512808846647e-08	5.63563457331717e-08	-5.45542477058639e-09	-6.65272775211098e-08	5.45542527929532e-09	5.63563456169512e-08	-1.61512730226362e-08	-1.93543339355656e-07	2.13730503387342e-08	6.14289287991168e-08	-2.33043149805972e-08	4.55549771393163e-08	
1.61938	5.77406483626137e-05	-1.1165134022542e-08	-4.8761217403957e-05	1.11651293030439e-08	5.77406483373315e-05	-1.46517828076136e-08	-2.66654048770237e-07	-6.30530807939201e-09	-1.50175553416398e-15	-6.30531494081967e-09	2.66654026866811e-07	-1.46517742371614e-08	2.1720268479445e-06	-2.87538334473793e-09	-1.68136691142888e-06	3.60888103542201e-08	1.68614730818337e-06	-3.60888253889922e-08	-1.68136692287277e-06	2.87536725577569e-09	2.17202686090598e-06	2.6043668792987e-08	7.61141889514639e-08	4.29562009206695e-08	2.64946701428307e-07	-6.26537657390904e-08	2.96476100505698e-15	-6.26537801349949e-08	-2.64946724443771e-07	4.29562069560264e-08	-7.6114206032798e-08	2.60436591021728e-08	-1.63911320132145e-07	-1.86089461856927e-08	-2.7761663009508e-07	-2.39083151311576e-08	-1.84581402823441e-08	1.75757076701705e-08	-6.29927379681419e-07	-1.75757119925245e-08	-1.84581546022922e-08	2.39083243005591e-08	-2.77616629119731e-07	1.86089614516904e-08	-1.63911327751226e-07	-2.30586077643373e-08	-1.8926777239368e-07	-4.48024752173996e-08	-1.23394292031928e-07	4.33973582597429e-08	4.89522416269435e-08	-1.52095090586638e-08	-5.76937179671069e-15	-1.52095192736439e-08	-4.89522568476224e-08	4.33973525812175e-08	1.23394294159452e-07	-4.48024884571082e-08	1.89267778243304e-07	-2.30586178366889e-08	-7.60464086478637e-09	1.67423895764632e-08	-2.20904485678615e-08	8.5159650684337e-10	3.84108921718109e-08	-1.20709262637788e-09	3.20016823873582e-07	3.25710246057438e-08	-4.61473105875215e-07	-3.25710322674552e-08	3.20016803616963e-07	1.2071138156931e-09	3.84109108699226e-08	-8.51591111504382e-10	-2.20904357694281e-08	-1.6742391056514e-08	-7.60463562362263e-09	
2.15918	5.66141467721591e-05	1.17227123983939e-08	-4.91949454759881e-05	-1.17227122494009e-08	5.66141468003556e-05	-1.87800502154733e-09	-2.81429344041351e-07	-1.2458753995196e-08	-6.4228543273856e-15	-1.24587313013741e-08	2.81429365503361e-07	-1.87799693408861e-09	1.84696737846017e-06	2.54216213025349e-08	-1.60739471313658e-06	-7.71532099896723e-08	1.06543542586244e-06	7.71532166607446e-08	-1.6073947092601e-06	-2.54216671436904e-08	1.84696737213453e-06	-2.71748801331255e-08	3.53355351539401e-07	-4.07417222145151e-08	-3.55394829662359e-07	1.12752763292987e-07	1.7562343858921e-14	1.12752789791582e-07	3.55394842359528e-07	-4.07417022465715e-08	-3.53355325690768e-07	-2.71748814272127e-08	-8.13508771637037e-08	4.05090443553825e-08	8.11662945387486e-08	5.1009057415491e-08	1.64606585801417e-08	8.39492830200996e-08	2.43238572470613e-07	-8.39492783585215e-08	1.64606716300874e-08	-5.10090612175453e-08	8.11663000585066e-08	-4.05090302747479e-08	-8.13508569953825e-08	9.15096621769155e-09	1.89273863482775e-07	-4.10551083184328e-08	3.35131305912177e-11	-4.35601417027943e-08	-1.43352753361384e-07	4.87434376992155e-08	2.17094205568098e-15	4.87434308971437e-08	1.43352766795449e-07	-4.35601567011432e-08	-3.35070554854198e-11	-4.10550887075339e-08	-1.89273852344015e-07	9.15096421304853e-09	-2.58249446048617e-07	-3.07904524221412e-08	-1.29505000537869e-07	3.21836530979915e-08	6.82158192806732e-08	3.95615428359242e-08	-2.75415301704331e-07	-6.76944495236797e-08	7.8813524455722e-07	6.76944895008362e-08	-2.75415290064024e-07	-3.95615613411597e-08	6.82158044112029e-08	-3.21836702407845e-08	-1.29505014307686e-07	3.07904508200299e-08	-2.58249447592549e-07	
2.69897	5.68537895375824e-05	-6.5219576110773e-09	-4.80469255623507e-05	6.52195536003642e-09	5.68537895346933e-05	5.04974668676138e-09	-3.91233875344038e-07	4.66045980650729e-08	-6.35701615046141e-15	4.66045608227995e-08	3.91233876524802e-07	5.04972339883225e-09	1.8582609978253e-06	1.44520867431669e-08	-1.97548988359811e-06	8.14837516294853e-08	2.40335514825738e-06	-8.14837866288223e-08	-1.9754898779509e-06	-1.44520358163528e-08	1.85826099724523e-06	2.70035695438168e-08	-5.02553583704216e-07	6.41157744529185e-08	6.83873192633516e-08	-6.82030317899857e-08	6.74424573262819e-15	-6.82030273862569e-08	-6.83873024714974e-08	6.41157659835739e-08	5.02553583869889e-07	2.70036109189762e-08	3.58741075343967e-07	-3.09977331913358e-08	-5.93299795612305e-08	5.02396812321321e-08	2.74400603197209e-07	-1.23431373537811e-07	4.81926282793029e-08	1.23431372036522e-07	2.74400589873733e-07	-5.0239683835244e-08	-5.93299897395545e-08	3.09977079963405e-08	3.58741081677839e-07	-5.26794281047689e-08	-6.61354217897599e-08	3.19843383187652e-08	1.38562239197528e-07	-3.04957043067238e-08	-8.8208101066478e-08	-4.46126362398857e-08	-8.677391758697e-15	-4.46126350042277e-08	8.82081186313649e-08	-3.04956837543168e-08	-1.38562256977629e-07	3.1984327369471e-08	6.61354229294302e-08	-5.26794328747778e-08	3.93622832618814e-07	9.53809188576509e-08	1.27445447004037e-07	-6.72123791767941e-08	-2.21359539691459e-09	-2.86810978772968e-08	4.80565199952836e-08	1.64890898019433e-08	-5.5533802073608e-07	-1.64891152274929e-08	4.80565414910384e-08	2.86810927556024e-08	-2.21358402747764e-09	6.72124067838793e-08	1.27445447027675e-07	-9.53809084802176e-08	3.93622811614457e-07	
3.23877	5.64851744438144e-05	-2.36872817057049e-08	-4.91767447839777e-05	2.36872662611602e-08	5.64851743937092e-05	-3.74493692154357e-08	-5.49416481808103e-07	-4.01032200832558e-08	2.0425853933595e-14	-4.01032197538464e-08	5.49416492109217e-07	-3.74493549752669e-08	1.96956851755443e-06	-4.00049014118701e-09	-1.66638006410713e-06	-5.08299571227831e-08	1.67372491655115e-06	5.08299666138e-08	-1.66638006017021e-06	4.00049627090357e-09	1.96956849668324e-06	3.28111650346569e-08	3.12768269367459e-07	4.24976909670333e-09	1.02109775006658e-09	-2.78578633623022e-08	-3.63853065244498e-14	-2.78578685311306e-08	-1.02111721415398e-09	4.24975369848312e-09	-3.12768296723828e-07	3.28111597107202e-08	-1.83671277095963e-07	-4.10746652494709e-08	-8.33270827570673e-08	-3.86265890238428e-08	1.02100090241096e-08	7.5871219257168e-08	-2.8353613633212e-07	-7.58712215208237e-08	1.02100135089679e-08	3.86265850166075e-08	-8.33270748036584e-08	4.10746587109843e-08	-1.83671296747134e-07	1.24309208196687e-08	-7.88021251375628e-08	-4.99544189067572e-08	-7.41651984287505e-08	6.44206691348105e-08	2.05669669739724e-08	1.06253692333741e-09	1.53980425415465e-15	1.06256368067029e-09	-2.05670076617641e-08	6.44206721876739e-08	7.41652078756827e-08	-4.99544178118397e-08	7.88021057958424e-08	1.24309368624588e-08	-2.20507272360554e-07	-6.2899657621716e-08	-1.86974789914685e-09	2.46511973610121e-08	-6.84817544113149e-08	3.416260208058e-08	2.61191030116404e-07	1.94436641706775e-08	7.68302555276245e-08	-1.94436672635258e-08	2.61190997392983e-07	-3.4162576744377e-08	-6.84817709149218e-08	-2.46511994425841e-08	-1.86973569860476e-09	6.28996394059692e-08	-2.20507258821654e-07	
3.77856	5.58717790119067e-05	3.86813268758062e-08	-4.88382163036795e-05	-3.86812836076353e-08	5.58717790723114e-05	6.52959650526233e-08	-6.51720503099939e-07	1.66733183035421e-08	-1.35454798419476e-14	1.66733416595472e-08	6.51720519384993e-07	6.52959702756978e-08	1.72443295791721e-06	6.42296457772595e-09	-1.85032554669533e-06	1.12522721204607e-08	1.75059670589354e-06	-1.12522321030913e-08	-1.85032555098737e-06	-6.42297253157539e-09	1.72443296501709e-06	-1.60324965098686e-08	-8.08830454945137e-08	-4.12897382705552e-08	-8.13869068188538e-08	5.86244401930214e-08	2.19263931284467e-14	5.86244359460913e-08	8.13869215772924e-08	-4.12897206248426e-08	8.0883061697434e-08	-1.60325445450753e-08	1.5207723108127e-07	2.80268463659705e-08	-1.29789639806835e-08	4.11062786002021e-08	1.33884848718602e-07	2.47915823755959e-08	3.44825985650303e-08	-2.47915758872084e-08	1.33884830535754e-07	-4.1106309086462e-08	-1.29789757219357e-08	-2.80268730313268e-08	1.52077224548818e-07	-3.3835519871207e-08	8.42470331558551e-08	-1.55730556896378e-08	1.09111835687536e-08	-3.33598517378679e-08	-1.18595371758974e-07	2.04876393256399e-08	1.67485891420984e-14	2.04876339267281e-08	1.18595390750904e-07	-3.33598477091619e-08	-1.09111798537755e-08	-1.55730479017696e-08	-8.42469998827412e-08	-3.38355570825964e-08	-1.67920783677959e-09	6.09022432185501e-08	-3.62885397640379e-08	-1.95270940238874e-09	3.82939686926183e-09	3.80935251654389e-09	-1.34839603953586e-07	-3.44929236336712e-08	1.06598234920412e-07	3.44929599786227e-08	-1.34839606053123e-07	-3.8093878657e-09	3.8294001068928e-09	1.9526984867787e-09	-3.62885062461291e-08	-6.09022248547244e-08	-1.67919500233224e-09	
4.31836	5.54481850564406e-05	-2.39437461855934e-08	-4.91184972383499e-05	2.39437376310383e-08	5.54481850300391e-05	-4.58477003167516e-08	-7.81331041223262e-07	1.48630073748136e-08	1.85485443194092e-14	1.48629598548338e-08	7.81330998357546e-07	-4.58477357302674e-08	1.69434195677438e-06	1.64247198890982e-08	-1.73096223254145e-06	2.66205938184104e-08	1.90504623783949e-06	-2.66206181272344e-08	-1.73096224831657e-06	-1.64247246674703e-08	1.69434196227658e-06	2.27168423072025e-08	-3.2639060173021e-08	9.88223561131814e-08	1.70107260388476e-08	-5.13887866006e-08	9.53387759364266e-15	-5.13887717558313e-08	-1.70107217709972e-08	9.88223363451193e-08	3.26390805855393e-08	2.27168774289531e-08	-2.65015146014974e-08	-2.8370648862572e-08	-1.22688728043268e-07	5.03394402958738e-08	8.20499796792754e-08	-8.13268081226845e-08	5.71472252409507e-08	8.13267850070994e-08	8.2049987720916e-08	-5.03394085150248e-08	-1.22688683520052e-07	2.83706644707749e-08	-2.65015049623938e-08	-7.31755478329484e-09	-3.8263568400234e-08	2.75590200265726e-09	9.21713363371622e-09	-2.35648758379263e-08	-2.19078137739757e-08	-2.11149230395502e-08	-2.71388305979423e-14	-2.11149541283212e-08	2.19078246975667e-08	-2.35648915930991e-08	-9.21715064920714e-09	2.75587914798421e-09	3.82635652911229e-08	-7.31755123143031e-09	4.03634774634677e-08	1.0718831746358e-08	3.71662617057241e-08	-3.33000588058688e-08	6.34069662970597e-09	1.28422309368669e-08	1.34577569105546e-07	8.3982264083257e-09	-2.03515299631645e-07	-8.39824940049888e-09	1.34577625658547e-07	-1.28422227452782e-08	6.34065493882901e-09	3.3300070267201e-08	3.7166230137985e-08	-1.07188318170486e-08	4.03634662977455e-08	
4.85815	5.49190965687641e-05	-2.81427609655319e-09	-4.91799252443496e-05	2.81430111311563e-09	5.4919096562943e-05	-3.33032514257113e-09	-9.72678811968066e-07	-2.47679420000111e-08	-1.61292420391979e-14	-2.47679020612184e-08	9.72678819742338e-07	-3.33029378756289e-09	1.54415418772306e-06	7.46064794522906e-09	-1.82469621797876e-06	-6.2351305679142e-08	1.75572974795989e-06	6.23513172214652e-08	-1.82469619046474e-06	-7.46068379021327e-09	1.54415417760749e-06	1.66131706818752e-08	2.84558540755706e-08	-8.50146938866166e-08	-7.61040682840999e-08	3.33040591517384e-08	-1.9820903002666e-14	3.33040392417865e-08	7.61040787232653e-08	-8.50146871328589e-08	-2.84558744107242e-08	1.66132024607485e-08	5.82825355756264e-08	-2.14307558787308e-08	1.45305490873733e-08	-2.65396879266974e-08	1.09342522526409e-07	9.63874501934043e-08	-2.32554014179006e-07	-9.638742726922e-08	1.09342552257114e-07	2.65397064605737e-08	1.45304960288365e-08	2.14307470439692e-08	5.82825161742394e-08	-1.09486302556026e-08	1.31250158993134e-08	-5.03331774566322e-08	8.38662630953516e-08	4.06321216235789e-08	-1.30213713157979e-07	9.36577365430977e-09	9.97730272966207e-16	9.36576072835448e-09	1.30213702391573e-07	4.06321113622394e-08	-8.38662388376358e-08	-5.03331673042308e-08	-1.31250742417663e-08	-1.09485844993787e-08	2.59687918282782e-09	-2.07871032803512e-08	-5.39174795647427e-08	2.00926929548918e-08	-1.84834112988552e-08	7.663434724353e-09	-9.98523613912868e-10	-7.1201725645894e-09	9.84726443541109e-08	7.12016246882043e-09	-9.98584052028596e-10	-7.66345366409017e-09	-1.84833876827737e-08	-2.00927012473685e-08	-5.39175285050575e-08	2.07870816389003e-08	2.59688886205796e-09	
